codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia2,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,outras,
52242,52242,52242,52242,INCIDENTE,PORTO ALEGRE,RS,SBPA,05/01/2012,20:27:00,***,FINALIZADA,***,NÃO,NULL,03/07/1987,
45331,45331,45331,45331,ACIDENTE,GUARULHOS,SP,SBGR,06/01/2012,13:44:00,SIM,FINALIZADA,A-582/CENIPA/2014,SIM,2016-09-01,,
45333,45333,45333,45333,ACIDENTE,VIAMÃO,RS,****,06/01/2012,13:00:00,NULL,FINALIZADA,A-070/CENIPA/2013,SIM,2013-11-27,,
45401,45401,45401,45401,ACIDENTE,SÃO SEBASTIÃO,SP,****,06/01/2012,17:00:00,***,NULL,NULL,NÃO,NULL,,
45407,45407,45407,45407,ACIDENTE,SÃO SEPÉ,RS,****,06/01/2012,16:30:00,SIM,FINALIZADA,A-071/CENIPA/2013,SIM,2013-11-27,,
52243,52243,52243,52243,INCIDENTE,UBATUBA,SP,****,06/01/2013,14:30:00,***,FINALIZADA,***,NÃO,NULL,,
50713,50713,50713,50713,INCIDENTE GRAVE,CAMPINAS,SP,SDAI,07/01/2012,18:15:00,SIM,FINALIZADA,IG-184/CENIPA/2013,SIM,2014-01-08,,
45334,45334,45334,45334,INCIDENTE,BELÉM,PA,SBBE,08/01/2012,19:12:00,***,FINALIZADA,***,NÃO,NULL,,
45391,45391,45391,45391,ACIDENTE,CONCEIÇÃO DAS ALAGOAS,MG,****,08/01/2012,16:00:00,***,FINALIZADA,A DEFINIR,NÃO,NULL,,
52244,52244,52244,52244,INCIDENTE,UBERLÂNDIA,MG,SBUL,08/01/2012,22:13:00,***,FINALIZADA,***,NÃO,NULL,,
45332,45332,45332,45332,ACIDENTE,VIAMÃO,RS,****,09/01/2012,13:30:00,SIM,FINALIZADA,A-072/CENIPA/2013,SIM,2013-11-27,,
52245,52245,52245,52245,INCIDENTE,PORTO ALEGRE,RS,SBPA,09/01/2012,13:36:00,***,FINALIZADA,***,NÃO,NULL,,
45396,45396,45396,45396,INCIDENTE GRAVE,MARABÁ,PA,SBMA,11/01/2012,11:21:00,SIM,FINALIZADA,IG-508/CENIPA/2017,SIM,2017-05-02,,
45408,45408,45408,45408,ACIDENTE,ELDORADO,SP,****,11/01/2012,13:45:00,SIM,FINALIZADA,A-509/CENIPA/2021,SIM,2021-07-08,,
45447,45447,45447,45447,INCIDENTE,RIO BRANCO,AC,****,13/01/2012,18:15:00,SIM,FINALIZADA,***,NÃO,NULL,,
45409,45409,45409,45409,ACIDENTE,CÁCERES,MT,****,14/01/2012,10:00:00,***,FINALIZADA,ENCERRADA NO RAI,NÃO,NULL,,
45693,45693,45693,45693,INCIDENTE,MACAÉ,RJ,****,14/01/2012,10:30:00,***,FINALIZADA,***,NÃO,NULL,,
52246,52246,52246,52246,INCIDENTE,BRASÍLIA,DF,SBBR,16/01/2012,16:47:00,***,FINALIZADA,***,NÃO,NULL,,
50714,50714,50714,50714,INCIDENTE GRAVE,CAMOCIM,CE,SNWC,17/01/2012,18:25:00,SIM,FINALIZADA,IG-073/CENIPA/2013,SIM,2014-10-01,,
45399,45399,45399,45399,INCIDENTE GRAVE,MUANÁ,PA,****,18/01/2012,17:35:00,SIM,FINALIZADA,IG-074/CENIPA/2013,SIM,2014-08-15,,
52247,52247,52247,52247,INCIDENTE,BELO HORIZONTE,MG,SBPR,18/01/2012,13:10:00,***,FINALIZADA,***,NÃO,NULL,,
45392,45392,45392,45392,ACIDENTE,BRASÍLIA,DF,****,19/01/2012,21:30:00,SIM,FINALIZADA,A-032/CENIPA/2014,SIM,2014-04-07,,
45390,45390,45390,45390,ACIDENTE,CACHOEIRA DOURADA,GO,****,20/01/2012,21:00:00,SIM,FINALIZADA,A-598/CENIPA/2014,SIM,2014-10-01,,
45405,45405,45405,45405,INCIDENTE,CUIABÁ,MT,****,20/01/2012,08:00:00,***,FINALIZADA,***,NÃO,NULL,,
45582,45582,45582,45582,INCIDENTE GRAVE,RONDONÓPOLIS,MT,SWRD,20/01/2012,17:00:00,SIM,FINALIZADA,IG-535/CENIPA/2015,SIM,2015-07-21,,
45400,45400,45400,45400,INCIDENTE GRAVE,BRASÍLIA,DF,SBBR,21/01/2012,14:50:00,SIM,FINALIZADA,IG-544/CENIPA/2015,SIM,2017-03-31,,
45410,45410,45410,45410,ACIDENTE,BRAGANÇA PAULISTA,SP,SDVH,21/01/2012,23:30:00,***,FINALIZADA,A DEFINIR,NÃO,NULL,,
52241,52241,52241,52241,INCIDENTE GRAVE,UBERLÂNDIA,MG,SBUL,21/01/2012,20:45:00,***,NULL,NULL,NÃO,NULL,,
52248,52248,52248,52248,INCIDENTE,SÃO PAULO,SP,SBMT,21/01/2012,11:15:00,***,FINALIZADA,***,NÃO,NULL,,
45393,45393,45393,45393,ACIDENTE,RIO DE JANEIRO,RJ,SBJR,22/01/2012,20:25:00,SIM,FINALIZADA,A-076/CENIPA/2013,SIM,2013-10-21,,
45397,45397,45397,45397,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,****,22/01/2012,19:05:00,SIM,FINALIZADA,IG-536/CENIPA/2014,SIM,2016-04-15,,
52051,52051,52051,52051,INCIDENTE,RECIFE,PE,SBRF,22/01/2012,23:00:00,***,FINALIZADA,***,NÃO,NULL,,
45412,45412,45412,45412,ACIDENTE,TASSO FRAGOSO,MA,****,23/01/2012,09:33:00,SIM,FINALIZADA,A-059/CENIPA/2013,SIM,2013-12-30,,
45413,45413,45413,45413,ACIDENTE,ITAPURANGA,GO,****,25/01/2012,22:00:00,***,NULL,NULL,NÃO,NULL,,
52053,52053,52053,52053,INCIDENTE,VITÓRIA,ES,SBVT,25/01/2012,13:36:00,***,FINALIZADA,***,NÃO,NULL,,
52054,52054,52054,52054,INCIDENTE,SÃO PAULO,SP,SBMT,25/01/2012,23:00:00,***,FINALIZADA,***,NÃO,NULL,,
52055,52055,52055,52055,INCIDENTE,RIBEIRÃO PRETO,SP,****,25/01/2012,09:30:00,***,FINALIZADA,***,NÃO,NULL,,
45802,45802,45802,45802,INCIDENTE,BELO HORIZONTE,MG,SBBH,26/01/2012,17:00:00,***,FINALIZADA,***,NÃO,NULL,,
45667,45667,45667,45667,INCIDENTE,JOINVILLE,SC,SBJV,27/01/2012,14:45:00,***,FINALIZADA,***,NÃO,NULL,,
45579,45579,45579,45579,ACIDENTE,CAMPOS LINDOS,TO,****,28/01/2012,18:35:00,SIM,FINALIZADA,A-520/CENIPA/2016,SIM,2016-07-13,,
45415,45415,45415,45415,ACIDENTE,RIO DE JANEIRO,RJ,****,30/01/2012,13:55:00,SIM,FINALIZADA,A-077/CENIPA/2013,SIM,2013-10-21,,
45719,45719,45719,45719,INCIDENTE,PELOTAS,RS,****,30/01/2012,21:30:00,***,FINALIZADA,***,NÃO,NULL,,
45414,45414,45414,45414,ACIDENTE,NOVA BRASILÂNDIA,MT,****,31/01/2012,18:00:00,SIM,FINALIZADA,A-546/CENIPA/2018,SIM,2020-05-29,,
45417,45417,45417,45417,ACIDENTE,VÁRZEA GRANDE,MT,****,31/01/2012,14:15:00,SIM,FINALIZADA,A-078/CENIPA/2013,SIM,2013-11-27,,
45668,45668,45668,45668,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,01/02/2012,12:30:00,***,FINALIZADA,***,NÃO,NULL,,
45682,45682,45682,45682,INCIDENTE,MACAÉ,RJ,****,01/02/2012,13:50:00,***,FINALIZADA,***,NÃO,NULL,,
45525,45525,45525,45525,ACIDENTE,CAMPO FLORIDO,MG,****,02/02/2012,21:30:00,SIM,FINALIZADA,A-529/CENIPA/2017,SIM,2017-08-01,,
45705,45705,45705,45705,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,02/02/2012,22:35:00,***,FINALIZADA,***,NÃO,NULL,,
45658,45658,45658,45658,INCIDENTE,CAMPO GRANDE,MS,SBCG,03/02/2012,23:33:00,***,FINALIZADA,NÃO HÁ,NÃO,NULL,,
45703,45703,45703,45703,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,03/02/2012,02:04:00,***,FINALIZADA,***,NÃO,NULL,,
45701,45701,45701,45701,INCIDENTE,BELÉM,PA,SBBE,04/02/2012,14:55:00,***,FINALIZADA,***,NÃO,NULL,,
45587,45587,45587,45587,ACIDENTE,CORRENTINA,BA,****,05/02/2012,20:27:00,SIM,FINALIZADA,A-580/CENIPA/2014,SIM,2014-08-15,,
52056,52056,52056,52056,INCIDENTE,LONDRINA,PR,SBLO,05/02/2012,17:34:00,***,FINALIZADA,***,NÃO,NULL,,
45469,45469,45469,45469,INCIDENTE,PIRACICABA,SP,SDPW,06/02/2012,20:45:00,***,FINALIZADA,***,NÃO,NULL,,
45572,45572,45572,45572,ACIDENTE,PALESTINA,SP,****,06/02/2012,19:30:00,SIM,FINALIZADA,A-510/CENIPA/2021,SIM,2021-07-21,,
45669,45669,45669,45669,INCIDENTE,ITANHAÉM,SP,****,06/02/2012,14:00:00,***,FINALIZADA,***,NÃO,NULL,,
45699,45699,45699,45699,INCIDENTE,SÃO PAULO,SP,SBSP,06/02/2012,18:44:00,***,FINALIZADA,***,NÃO,NULL,,
45700,45700,45700,45700,INCIDENTE,CUIABÁ,MT,****,06/02/2012,20:00:00,***,FINALIZADA,***,NÃO,NULL,,
45524,45524,45524,45524,ACIDENTE,JUNDIAÍ,SP,SBJD,07/02/2012,16:10:00,SIM,FINALIZADA,A-597/CENIPA/2014,SIM,2014-10-14,,
45580,45580,45580,45580,INCIDENTE GRAVE,MACAÉ,RJ,****,07/02/2012,14:50:00,SIM,FINALIZADA,IG-503/CENIPA/2018,SIM,2018-07-27,,
45588,45588,45588,45588,ACIDENTE,RIO DE JANEIRO,RJ,****,07/02/2012,20:56:00,SIM,FINALIZADA,A-009/CENIPA/2013,SIM,2013-12-12,,
45656,45656,45656,45656,INCIDENTE,JUNDIAÍ,SP,SBJD,07/02/2012,20:50:00,***,FINALIZADA,***,NÃO,NULL,,
46900,46900,46900,46900,ACIDENTE,QUELUZITO,MG,****,07/02/2012,19:45:00,***,FINALIZADA,A DEFINIR,NÃO,NULL,,
45528,45528,45528,45528,ACIDENTE,BELÉM,PA,****,08/02/2012,01:44:00,SIM,FINALIZADA,A-055/CENIPA/2013,SIM,2014-09-29,,
45564,45564,45564,45564,ACIDENTE,SONORA,MS,****,08/02/2012,09:50:00,SIM,FINALIZADA,A-592/CENIPA/2018,SIM,2019-10-28,,
45585,45585,45585,45585,ACIDENTE,BELA VISTA DO PARAÍSO,PR,****,08/02/2012,21:35:00,SIM,FINALIZADA,A-548/CENIPA/2015,SIM,2016-07-07,,
45678,45678,45678,45678,INCIDENTE,BELO HORIZONTE,MG,SBPR,10/02/2012,22:05:00,***,FINALIZADA,***,NÃO,NULL,,
45718,45718,45718,45718,INCIDENTE,UBERLÂNDIA,MG,SBUL,10/02/2012,04:00:00,***,FINALIZADA,***,NÃO,NULL,,
45466,45466,45466,45466,ACIDENTE,CAMPINAS,SP,SDAM,12/02/2012,19:25:00,SIM,FINALIZADA,A-542/CENIPA/2015,SIM,2015-08-26,,
45470,45470,45470,45470,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,12/02/2012,02:20:00,***,FINALIZADA,***,NÃO,NULL,,
45586,45586,45586,45586,ACIDENTE,ARROIO GRANDE,RS,****,15/02/2012,13:00:00,SIM,FINALIZADA,A-082/8CENIPA/2013,SIM,2013-11-27,,
52471,52471,52471,52471,INCIDENTE GRAVE,CAIRU,BA,SNCL,15/02/2012,13:20:00,SIM,FINALIZADA,IG-081/CENIPA/2013,SIM,2014-10-01,,
45487,45487,45487,45487,ACIDENTE,CAMETÁ,PA,****,16/02/2012,12:30:00,SIM,FINALIZADA,A-003/CENIPA/2013,SIM,2016-06-16,,
45684,45684,45684,45684,INCIDENTE,PERUÍBE,SP,****,17/02/2012,14:45:00,***,FINALIZADA,***,NÃO,NULL,,
45689,45689,45689,45689,INCIDENTE,RIO DE JANEIRO,RJ,****,17/02/2012,23:00:00,***,FINALIZADA,***,NÃO,NULL,,
45712,45712,45712,45712,INCIDENTE,CABO FRIO,RJ,****,17/02/2012,12:00:00,***,FINALIZADA,***,NÃO,NULL,,
45713,45713,45713,45713,INCIDENTE,SÃO PAULO,SP,****,17/02/2012,11:30:00,***,FINALIZADA,***,NÃO,NULL,,
45584,45584,45584,45584,INCIDENTE GRAVE,ESTÂNCIA,SE,SNOD,19/02/2012,15:10:00,SIM,FINALIZADA,IG-083/CENIPA/2013,SIM,2014-10-01,,
45598,45598,45598,45598,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SBBP,20/02/2012,14:10:00,***,FINALIZADA,A DEFINIR,NÃO,NULL,,
45715,45715,45715,45715,INCIDENTE,MANAUS,AM,SWFN,20/02/2012,09:10:00,SIM,FINALIZADA,***,NÃO,NULL,,
45571,45571,45571,45571,ACIDENTE,MARITUBA,PA,****,22/02/2012,13:40:00,SIM,FINALIZADA,A-531CENIPA2015,SIM,2016-11-24,,
45710,45710,45710,45710,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,22/02/2012,22:45:00,***,FINALIZADA,***,NÃO,NULL,,
45714,45714,45714,45714,INCIDENTE,BELO HORIZONTE,MG,SBBH,22/02/2012,19:35:00,***,FINALIZADA,***,NÃO,NULL,,
45681,45681,45681,45681,INCIDENTE,MANAUS,AM,SBEG,23/02/2012,10:25:00,SIM,FINALIZADA,***,NÃO,NULL,,
45527,45527,45527,45527,ACIDENTE,CORUPÁ,SC,****,24/02/2012,11:45:00,SIM,FINALIZADA,A-086/CENIPA/2013,SIM,2013-11-27,,
45569,45569,45569,45569,ACIDENTE,COSTA RICA,MS,****,24/02/2012,10:30:00,***,FINALIZADA,NULL,NÃO,NULL,,
45653,45653,45653,45653,INCIDENTE GRAVE,GUARULHOS,SP,SBGR,24/02/2012,20:04:00,***,FINALIZADA,A DEFINIR,NÃO,NULL,,
45490,45490,45490,45490,ACIDENTE,BELÉM,PA,****,25/02/2012,11:47:00,SIM,FINALIZADA,A-058/CENIPA/2013,SIM,2013-11-27,,
45680,45680,45680,45680,INCIDENTE,CONFINS,MG,SBCF,25/02/2012,20:00:00,***,FINALIZADA,***,NÃO,NULL,,
45709,45709,45709,45709,INCIDENTE,RIO DE JANEIRO,RJ,****,26/02/2012,15:42:00,***,FINALIZADA,***,NÃO,NULL,,
45522,45522,45522,45522,ACIDENTE,SÃO JOSÉ,SC,SSKT,27/02/2012,21:00:00,SIM,FINALIZADA,A-088/CENIPA/2013,SIM,2013-10-21,,
45599,45599,45599,45599,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SBBP,27/02/2012,19:15:00,SIM,FINALIZADA,IG-087/CENIPA/2013,SIM,2014-10-14,,
45523,45523,45523,45523,ACIDENTE,ENVIRA,AM,****,28/02/2012,21:30:00,SIM,FINALIZADA,A-084/CENIPA/2013,SIM,2014-07-21,,
45573,45573,45573,45573,ACIDENTE,MANAUS,AM,****,28/02/2012,10:15:00,SIM,FINALIZADA,A-626/CENIPA/2014,SIM,2015-05-15,,
45570,45570,45570,45570,ACIDENTE,LUIZ ALVES,SC,****,29/02/2012,11:15:00,SIM,FINALIZADA,A-089/CENIPA/2013,SIM,2014-07-21,,
45727,45727,45727,45727,INCIDENTE,BARRA DO GARÇAS,MT,SBBW,01/03/2012,12:50:00,***,FINALIZADA,***,NÃO,NULL,,
45526,45526,45526,45526,ACIDENTE,QUERÊNCIA DO NORTE,PR,****,02/03/2012,12:50:00,SIM,FINALIZADA,A-547/CENIPA/2015,SIM,2016-03-18,,
45589,45589,45589,45589,ACIDENTE,LINS,SP,SWXQ,02/03/2012,17:35:00,SIM,ATIVA,A-515/CENIPA/2021,NÃO,NULL,,
45707,45707,45707,45707,INCIDENTE,FORTALEZA,CE,SBFZ,02/03/2012,22:12:00,***,FINALIZADA,***,NÃO,NULL,,
45610,45610,45610,45610,INCIDENTE,SÃO JOSÉ DO RIO PRETO,SP,****,03/03/2012,13:00:00,***,FINALIZADA,***,NÃO,NULL,,
45706,45706,45706,45706,INCIDENTE,RIO BRANCO,AC,SBRB,03/03/2012,17:35:00,SIM,FINALIZADA,***,NÃO,NULL,,
45711,45711,45711,45711,INCIDENTE,SÃO PAULO,SP,****,03/03/2012,11:30:00,***,FINALIZADA,***,NÃO,NULL,,
45596,45596,45596,45596,ACIDENTE,ELISEU MARTINS,PI,****,06/03/2012,12:30:00,SIM,FINALIZADA,A-040/CENIPA/2013,SIM,2013-11-30,,
45604,45604,45604,45604,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,06/03/2012,11:31:00,***,FINALIZADA,***,NÃO,NULL,,
45670,45670,45670,45670,INCIDENTE,SALVADOR,BA,SBSV,06/03/2012,23:25:00,***,FINALIZADA,***,NÃO,NULL,,
45594,45594,45594,45594,ACIDENTE,ITUMBIARA,GO,****,07/03/2012,10:00:00,***,FINALIZADA,ENCERRADA NO RAI,NÃO,NULL,,
45601,45601,45601,45601,INCIDENTE,GUARULHOS,SP,SBGR,07/03/2012,17:40:00,***,FINALIZADA,***,NÃO,NULL,,
45624,45624,45624,45624,INCIDENTE,VITÓRIA,ES,****,07/03/2012,11:45:00,***,FINALIZADA,***,NÃO,NULL,,
45671,45671,45671,45671,INCIDENTE,PALMAS,TO,SBPJ,07/03/2012,10:50:00,***,FINALIZADA,***,NÃO,NULL,,
45728,45728,45728,45728,INCIDENTE,RIO BRANCO,AC,****,08/03/2012,22:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
45677,45677,45677,45677,INCIDENTE,ANÁPOLIS,GO,****,09/03/2012,08:30:00,***,FINALIZADA,***,NÃO,NULL,,
45695,45695,45695,45695,INCIDENTE,MACAÉ,RJ,SBME,09/03/2012,11:35:00,***,FINALIZADA,***,NÃO,NULL,,
45698,45698,45698,45698,INCIDENTE,FORTALEZA,CE,****,09/03/2012,14:00:00,***,FINALIZADA,***,NÃO,NULL,,
45612,45612,45612,45612,INCIDENTE,LONDRINA,PR,SBLO,10/03/2012,16:35:00,***,FINALIZADA,***,NÃO,NULL,,
45647,45647,45647,45647,INCIDENTE,MACAÉ,RJ,****,10/03/2012,11:48:00,***,FINALIZADA,***,NÃO,NULL,,
45694,45694,45694,45694,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,10/03/2012,12:25:00,***,FINALIZADA,***,NÃO,NULL,,
45789,45789,45789,45789,INCIDENTE,ILHÉUS,BA,SBIL,10/03/2012,12:30:00,***,FINALIZADA,***,NÃO,NULL,,
45696,45696,45696,45696,INCIDENTE,CAMPINAS,SP,****,11/03/2012,17:30:00,***,FINALIZADA,***,NÃO,NULL,,
45697,45697,45697,45697,INCIDENTE,RIBEIRÃO PRETO,SP,****,11/03/2012,22:42:00,***,FINALIZADA,***,NÃO,NULL,,
45597,45597,45597,45597,ACIDENTE,CAMPO GRANDE,MS,SBCG,12/03/2012,14:38:00,SIM,FINALIZADA,A-016/CENIPA/2013,SIM,2013-07-10,,
45611,45611,45611,45611,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,12/03/2012,01:42:00,***,FINALIZADA,***,NÃO,NULL,,
45618,45618,45618,45618,ACIDENTE,LUIZ ALVES,SC,****,12/03/2012,17:00:00,SIM,FINALIZADA,A-175/CENIPA/2013,SIM,2014-08-15,,
45600,45600,45600,45600,INCIDENTE GRAVE,ESPUMOSO,RS,****,13/03/2012,20:30:00,SIM,FINALIZADA,IG-091/CENIPA/2013,SIM,2013-11-27,,
45609,45609,45609,45609,INCIDENTE,GOIÂNIA,GO,****,13/03/2012,12:50:00,***,FINALIZADA,***,NÃO,NULL,,
45786,45786,45786,45786,INCIDENTE,SALVADOR,BA,SBSV,14/03/2012,12:46:00,***,FINALIZADA,***,NÃO,NULL,,
45692,45692,45692,45692,INCIDENTE,FRANCA,SP,****,15/03/2012,14:35:00,***,FINALIZADA,***,NÃO,NULL,,
45729,45729,45729,45729,ACIDENTE,MIRANDA,MS,****,15/03/2012,10:00:00,SIM,FINALIZADA,A-185/CENIPA/2013,SIM,2014-01-08,,
45625,45625,45625,45625,INCIDENTE,SANTA MARIA,RS,****,16/03/2012,12:25:00,***,FINALIZADA,***,NÃO,NULL,,
45654,45654,45654,45654,INCIDENTE GRAVE,SÃO JOSÉ,SC,SSKT,16/03/2012,21:00:00,SIM,FINALIZADA,IG-092/CENIPA/2013,SIM,2013-10-21,,
45691,45691,45691,45691,INCIDENTE,FRANCO DA ROCHA,SP,****,16/03/2012,18:40:00,***,FINALIZADA,***,NÃO,NULL,,
45864,45864,45864,45864,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,17/03/2012,17:30:00,***,FINALIZADA,***,NÃO,NULL,,
45685,45685,45685,45685,INCIDENTE,CABO FRIO,RJ,SBBZ,18/03/2012,12:20:00,***,FINALIZADA,***,NÃO,NULL,,
45619,45619,45619,45619,ACIDENTE,SOROCABA,SP,SDCO,19/03/2012,19:18:00,***,NULL,NULL,NÃO,NULL,,
45652,45652,45652,45652,ACIDENTE,PORTO ALEGRE,RS,****,19/03/2012,14:20:00,SIM,FINALIZADA,A-093/CENIPA/2013,SIM,2013-10-21,,
45686,45686,45686,45686,INCIDENTE,GUARULHOS,SP,****,20/03/2012,16:10:00,***,FINALIZADA,***,NÃO,NULL,,
46067,46067,46067,46067,INCIDENTE,MACAÉ,RJ,****,21/03/2012,12:50:00,***,FINALIZADA,***,NÃO,NULL,,
45795,45795,45795,45795,INCIDENTE,GOIÂNIA,GO,SBGO,22/03/2012,19:45:00,***,FINALIZADA,***,NÃO,NULL,,
45796,45796,45796,45796,INCIDENTE,FORTALEZA,CE,SBFZ,22/03/2012,14:41:00,***,FINALIZADA,***,NÃO,NULL,,
45730,45730,45730,45730,ACIDENTE,MARICÁ,RJ,SDMC,23/03/2012,16:15:00,SIM,FINALIZADA,A-094/CENIPA/2013,SIM,2013-10-21,,
45798,45798,45798,45798,INCIDENTE GRAVE,CHAPECÓ,SC,****,23/03/2012,21:17:00,SIM,FINALIZADA,IG-174/CENIPA/2013,SIM,2013-12-18,,
45651,45651,45651,45651,INCIDENTE GRAVE,ITU,SP,****,24/03/2012,20:45:00,***,FINALIZADA,IG-593/CENIPA/2018,SIM,2021-08-19,,
45794,45794,45794,45794,ACIDENTE,NAVEGANTES,SC,SBNF,24/03/2012,17:40:00,***,FINALIZADA,A DEFINIR,NÃO,NULL,,
45784,45784,45784,45784,INCIDENTE,BELO HORIZONTE,MG,****,26/03/2012,17:45:00,***,FINALIZADA,***,NÃO,NULL,,
45797,45797,45797,45797,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,26/03/2012,20:38:00,***,FINALIZADA,***,NÃO,NULL,,
46901,46901,46901,46901,ACIDENTE,MANAUS,AM,SBEG,26/03/2012,20:30:00,SIM,FINALIZADA,A-106/CENIPA/2012,SIM,2012-09-20,,
52057,52057,52057,52057,INCIDENTE,MACEIÓ,AL,SBMO,26/03/2012,13:19:00,***,FINALIZADA,***,NÃO,NULL,,
45792,45792,45792,45792,INCIDENTE,SÃO PAULO,SP,SBSP,27/03/2012,16:00:00,***,FINALIZADA,***,NÃO,NULL,,
45793,45793,45793,45793,INCIDENTE,GOIÂNIA,GO,****,27/03/2012,19:55:00,***,FINALIZADA,***,NÃO,NULL,,
45780,45780,45780,45780,INCIDENTE,CAMPINAS,SP,****,28/03/2012,19:30:00,***,FINALIZADA,***,NÃO,NULL,,
45790,45790,45790,45790,INCIDENTE,CURITIBA,PR,SBBI,28/03/2012,21:40:00,***,FINALIZADA,***,NÃO,NULL,,
45791,45791,45791,45791,INCIDENTE,MACAÉ,RJ,SBME,28/03/2012,13:45:00,***,FINALIZADA,***,NÃO,NULL,,
45773,45773,45773,45773,INCIDENTE,SANTA MARIA,RS,****,29/03/2012,20:33:00,***,FINALIZADA,***,NÃO,NULL,,
45785,45785,45785,45785,INCIDENTE,COARI,AM,****,29/03/2012,15:20:00,SIM,FINALIZADA,I-535/CENIPA/2014,SIM,2014-06-12,,
45754,45754,45754,45754,INCIDENTE GRAVE,GOIÂNIA,GO,SBNV,30/03/2012,14:30:00,SIM,FINALIZADA,IG-097/CENIPA/2013,SIM,2013-10-21,,
45774,45774,45774,45774,INCIDENTE,BELO HORIZONTE,MG,SBBH,30/03/2012,13:31:00,***,FINALIZADA,***,NÃO,NULL,,
45731,45731,45731,45731,ACIDENTE,PALMAS,TO,****,31/03/2012,19:21:00,SIM,FINALIZADA,A-098/CENIPA/2013,SIM,2014-10-14,,
46069,46069,46069,46069,INCIDENTE,GUARULHOS,SP,****,01/04/2012,13:30:00,***,FINALIZADA,***,NÃO,NULL,,
45753,45753,45753,45753,INCIDENTE GRAVE,OURO FINO,MG,SNOF,02/04/2012,16:30:00,SIM,FINALIZADA,IG-556/CENIPA/2014,SIM,2014-06-17,,
45775,45775,45775,45775,INCIDENTE,SÃO PAULO,SP,****,02/04/2012,18:32:00,***,FINALIZADA,***,NÃO,NULL,,
45732,45732,45732,45732,ACIDENTE,SORRISO,MT,****,03/04/2012,17:30:00,***,FINALIZADA,ENCERRADA NO RAI,NÃO,NULL,,
45756,45756,45756,45756,INCIDENTE GRAVE,SÃO FÉLIX DO XINGU,PA,****,03/04/2012,14:25:00,SIM,FINALIZADA,IG-588/CENIPA/2018,SIM,2019-04-08,,
45755,45755,45755,45755,INCIDENTE GRAVE,CARUARU,PE,SNRU,04/04/2012,10:45:00,SIM,FINALIZADA,IG-100/CENIPA/2013,SIM,2014-10-20,,
52058,52058,52058,52058,INCIDENTE,BAURU,SP,SBBU,04/04/2012,20:20:00,***,FINALIZADA,***,NÃO,NULL,,
45733,45733,45733,45733,ACIDENTE,BELO HORIZONTE,MG,****,05/04/2012,17:00:00,***,NULL,NULL,NÃO,NULL,,
45734,45734,45734,45734,ACIDENTE,TIROS,MG,****,06/04/2012,13:37:00,SIM,FINALIZADA,A-534/CENIPA/2014,SIM,2014-08-15,,
45752,45752,45752,45752,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SBBP,11/04/2012,12:00:00,SIM,FINALIZADA,IG-101/CENIPA/2013,SIM,2014-11-24,,
45776,45776,45776,45776,INCIDENTE,GOVERNADOR VALADARES,MG,****,11/04/2012,09:15:00,***,FINALIZADA,***,NÃO,NULL,,
47082,47082,47082,47082,INCIDENTE GRAVE,SAPEZAL,MT,****,11/04/2012,11:30:00,***,FINALIZADA,IG-514/CENIPA/2018,SIM,2019-03-11,,
45779,45779,45779,45779,INCIDENTE,BRASÍLIA,DF,****,12/04/2012,19:00:00,***,FINALIZADA,***,NÃO,NULL,,
45803,45803,45803,45803,INCIDENTE,BELO HORIZONTE,MG,SBBH,12/04/2012,10:30:00,***,FINALIZADA,***,NÃO,NULL,,
45746,45746,45746,45746,ACIDENTE,FRANCA,SP,****,13/04/2012,20:25:00,***,NULL,NULL,NÃO,NULL,,
45747,45747,45747,45747,ACIDENTE,CAMPO GRANDE,MS,SSKG,13/04/2012,20:30:00,SIM,FINALIZADA,A-102/CENIPA/2013,SIM,2014-07-21,,
45750,45750,45750,45750,ACIDENTE,ITIRAPINA,SP,****,13/04/2012,15:45:00,***,NULL,NULL,NÃO,NULL,,
45751,45751,45751,45751,ACIDENTE,ITANHAÉM,SP,****,14/04/2012,15:30:00,SIM,FINALIZADA,A-017/CENIPA/2013,SIM,2013-07-16,,
