codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia2,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,outras,
78943,78943,78943,78943,INCIDENTE,SANTA MARIA,RS,*****,22/09/2019,17:30:00,NULL,FINALIZADA,***,NÃO,NULL,,
78944,78944,78944,78944,INCIDENTE,CURITIBA,PR,*****,22/09/2019,00:00:00,NULL,FINALIZADA,***,NÃO,NULL,,
78945,78945,78945,78945,INCIDENTE GRAVE,NÃO IDENTIFICADA,AC,SIMB,23/09/2019,15:30:00,SIM,FINALIZADA,***,NÃO,NULL,,
78946,78946,78946,78946,INCIDENTE,ELDORADO DO SUL,RS,*****,24/09/2019,18:30:00,NULL,FINALIZADA,***,NÃO,NULL,,
78947,78947,78947,78947,INCIDENTE,OROCÓ,PE,*****,25/09/2019,14:30:00,SIM,FINALIZADA,***,NÃO,NULL,,
78948,78948,78948,78948,INCIDENTE GRAVE,MARECHAL THAUMATURGO,AC,*****,25/09/2019,17:25:00,SIM,FINALIZADA,***,NÃO,NULL,,
78951,78951,78951,78951,INCIDENTE,CAMPINAS,SP,*****,25/09/2019,02:53:00,NULL,FINALIZADA,***,NÃO,NULL,,
78787,78787,78787,78787,ACIDENTE,IVATÉ,PR,****,26/09/2019,13:00:00,SIM,FINALIZADA,A-134/CENIPA/2019,NÃO,NULL,,
78949,78949,78949,78949,INCIDENTE GRAVE,GUARAPUAVA,PR,*****,26/09/2019,15:28:00,SIM,FINALIZADA,***,NÃO,NULL,,
78950,78950,78950,78950,INCIDENTE,MARINGÁ,PR,*****,26/09/2019,00:14:00,NULL,FINALIZADA,***,NÃO,NULL,,
78952,78952,78952,78952,INCIDENTE,ARAÇATUBA,SP,*****,28/09/2019,15:50:00,NULL,FINALIZADA,***,NÃO,NULL,,
78788,78788,78788,78788,ACIDENTE,APUÍ,AM,****,29/09/2019,15:00:00,SIM,FINALIZADA,A-135/CENIPA/2019,SIM,2021-02-12,,
78953,78953,78953,78953,INCIDENTE,BRAGANÇA PAULISTA,SP,SBBP,29/09/2019,13:15:00,SIM,FINALIZADA,***,NÃO,NULL,,
78954,78954,78954,78954,INCIDENTE,CUIABÁ,MT,*****,29/09/2019,02:47:00,NULL,FINALIZADA,***,NÃO,NULL,,
78789,78789,78789,78789,ACIDENTE,IPAUSSU,SP,****,30/09/2019,20:00:00,SIM,ATIVA,A-136/CENIPA/2019,NÃO,NULL,,
78955,78955,78955,78955,INCIDENTE,BELO HORIZONTE,MG,*****,30/09/2019,19:34:00,NULL,FINALIZADA,***,NÃO,NULL,,
78956,78956,78956,78956,INCIDENTE,CURITIBA,PR,*****,30/09/2019,16:54:00,NULL,FINALIZADA,***,NÃO,NULL,,
78957,78957,78957,78957,INCIDENTE,CUIABÁ,MT,*****,30/09/2019,15:30:00,NULL,FINALIZADA,***,NÃO,NULL,,
78958,78958,78958,78958,INCIDENTE,PORTO ALEGRE,RS,*****,30/09/2019,10:45:00,NULL,FINALIZADA,***,NÃO,NULL,,
78959,78959,78959,78959,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,01/10/2019,14:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
78960,78960,78960,78960,INCIDENTE,RECIFE,PE,*****,01/10/2019,13:24:00,NULL,FINALIZADA,***,NÃO,NULL,,
78961,78961,78961,78961,INCIDENTE GRAVE,COLNIZA,MT,*****,04/10/2019,10:40:00,SIM,FINALIZADA,***,NÃO,NULL,,
78962,78962,78962,78962,INCIDENTE,BRASÍLIA,DF,*****,06/10/2019,15:57:00,NULL,FINALIZADA,***,NÃO,NULL,,
78963,78963,78963,78963,INCIDENTE,FAXINAL,PR,*****,07/10/2019,20:08:00,NULL,FINALIZADA,***,NÃO,NULL,,
78965,78965,78965,78965,INCIDENTE,FLORIANÓPOLIS,SC,*****,07/10/2019,01:58:00,NULL,FINALIZADA,***,NÃO,NULL,,
78964,78964,78964,78964,INCIDENTE,BELO HORIZONTE,MG,*****,08/10/2019,21:20:00,NULL,FINALIZADA,***,NÃO,NULL,,
78966,78966,78966,78966,INCIDENTE,CURITIBA,PR,*****,11/10/2019,15:00:00,NULL,FINALIZADA,***,NÃO,NULL,,
79119,79119,79119,79119,ACIDENTE,SÃO JOSÉ DO RIO CLARO,MT,****,11/10/2019,10:00:00,SIM,FINALIZADA,NULL,NÃO,NULL,,
78967,78967,78967,78967,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,*****,12/10/2019,14:42:00,NULL,FINALIZADA,***,NÃO,NULL,,
78790,78790,78790,78790,ACIDENTE,TAUBATÉ,SP,SBTA,13/10/2019,12:40:00,SIM,ATIVA,A-141/CENIPA/2019,NÃO,NULL,,
78968,78968,78968,78968,INCIDENTE GRAVE,ROSÁRIO OESTE,MT,*****,13/10/2019,10:00:00,NULL,FINALIZADA,***,NÃO,NULL,,
78969,78969,78969,78969,INCIDENTE,CAMPINAS,SP,*****,15/10/2019,22:18:00,NULL,FINALIZADA,***,NÃO,NULL,,
78971,78971,78971,78971,INCIDENTE,GUARULHOS,SP,*****,15/10/2019,00:36:00,NULL,FINALIZADA,***,NÃO,NULL,,
78970,78970,78970,78970,INCIDENTE,CAMPINAS,SP,*****,16/10/2019,09:20:00,NULL,FINALIZADA,***,NÃO,NULL,,
80258,80258,80258,80258,ACIDENTE,TANGARÁ DA SERRA,MT,SWTS,16/10/2019,14:30:00,SIM,FINALIZADA,A-137/CENIPA/2019,SIM,2021-11-16,,
78972,78972,78972,78972,INCIDENTE,CAMPINAS,SP,SBKP,17/10/2019,19:47:00,NULL,FINALIZADA,***,NÃO,NULL,,
78973,78973,78973,78973,INCIDENTE,LONDRINA,PR,*****,17/10/2019,09:25:00,NULL,FINALIZADA,***,NÃO,NULL,,
78974,78974,78974,78974,INCIDENTE,PARECI NOVO,RS,*****,17/10/2019,21:13:00,NULL,FINALIZADA,***,NÃO,NULL,,
78975,78975,78975,78975,INCIDENTE,GOIÂNIA,GO,SBGO,17/10/2019,22:00:00,NULL,FINALIZADA,***,NÃO,NULL,,
78976,78976,78976,78976,INCIDENTE,CAMPINAS,SP,****,17/10/2019,00:36:00,SIM,FINALIZADA,***,NÃO,NULL,,
78977,78977,78977,78977,INCIDENTE,SÃO CARLOS,SP,SDSC,17/10/2019,00:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
78792,78792,78792,78792,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,18/10/2019,20:15:00,SIM,ATIVA,***,NÃO,NULL,,
78978,78978,78978,78978,INCIDENTE,CAMPINAS,SP,*****,18/10/2019,11:16:00,NULL,FINALIZADA,***,NÃO,NULL,,
78979,78979,78979,78979,INCIDENTE,CAMPINAS,SP,SBKP,18/10/2019,17:40:00,NULL,FINALIZADA,***,NÃO,NULL,,
78982,78982,78982,78982,INCIDENTE,RIO DE JANEIRO,RJ,*****,18/10/2019,00:46:00,NULL,FINALIZADA,***,NÃO,NULL,,
78793,78793,78793,78793,ACIDENTE,PARÁ DE MINAS,MG,SNPA,19/10/2019,10:26:00,SIM,FINALIZADA,A-139/CENIPA/2019,SIM,2021-07-08,,
78980,78980,78980,78980,INCIDENTE GRAVE,BELO HORIZONTE,MG,*****,19/10/2019,10:30:00,SIM,FINALIZADA,***,NÃO,NULL,,
78981,78981,78981,78981,INCIDENTE GRAVE,ARARAS,SP,*****,19/10/2019,19:15:00,SIM,FINALIZADA,***,NÃO,NULL,,
78983,78983,78983,78983,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,*****,19/10/2019,14:00:00,NULL,FINALIZADA,***,NÃO,NULL,,
78984,78984,78984,78984,INCIDENTE,BOA VISTA,RR,*****,20/10/2019,14:11:00,SIM,FINALIZADA,***,NÃO,NULL,,
78985,78985,78985,78985,INCIDENTE,MANAUS,AM,*****,20/10/2019,17:55:00,SIM,FINALIZADA,***,NÃO,NULL,,
78745,78745,78745,78745,ACIDENTE,BELO HORIZONTE,MG,****,21/10/2019,11:15:00,NÃO,ATIVA,A-140/CENIPA/2019,NÃO,NULL,,
78986,78986,78986,78986,INCIDENTE,RIO DE JANEIRO,RJ,*****,21/10/2019,10:35:00,SIM,FINALIZADA,***,NÃO,NULL,,
78987,78987,78987,78987,INCIDENTE,BELO HORIZONTE,MG,*****,22/10/2019,18:18:00,SIM,FINALIZADA,***,NÃO,NULL,,
79117,79117,79117,79117,ACIDENTE,ASSIS BRASIL,AC,****,23/10/2019,15:00:00,SIM,FINALIZADA,NULL,NÃO,NULL,,
78988,78988,78988,78988,INCIDENTE,BRAGANÇA PAULISTA,SP,*****,24/10/2019,10:15:00,SIM,FINALIZADA,***,NÃO,NULL,,
78989,78989,78989,78989,INCIDENTE,CAMPINAS,SP,*****,24/10/2019,17:40:00,SIM,FINALIZADA,***,NÃO,NULL,,
78990,78990,78990,78990,INCIDENTE GRAVE,NOVA UBIRATÃ,MT,*****,24/10/2019,11:30:00,SIM,FINALIZADA,***,NÃO,NULL,,
78991,78991,78991,78991,INCIDENTE GRAVE,LUCAS DO RIO VERDE,MT,*****,26/10/2019,20:45:00,SIM,FINALIZADA,***,NÃO,NULL,,
78992,78992,78992,78992,INCIDENTE,SALVADOR,BA,*****,26/10/2019,14:07:00,SIM,FINALIZADA,***,NÃO,NULL,,
78993,78993,78993,78993,INCIDENTE GRAVE,CAÇAPAVA,SP,*****,26/10/2019,18:47:00,SIM,FINALIZADA,***,NÃO,NULL,,
78994,78994,78994,78994,INCIDENTE,POUSO ALEGRE,MG,*****,27/10/2019,13:35:00,SIM,FINALIZADA,***,NÃO,NULL,,
78995,78995,78995,78995,INCIDENTE,SÃO JOSÉ,SC,*****,28/10/2019,13:30:00,SIM,FINALIZADA,***,NÃO,NULL,,
78996,78996,78996,78996,INCIDENTE,CAMPINAS,SP,*****,28/10/2019,02:15:00,SIM,FINALIZADA,***,NÃO,NULL,,
78997,78997,78997,78997,INCIDENTE,BELO HORIZONTE,MG,*****,30/10/2019,13:06:00,SIM,FINALIZADA,***,NÃO,NULL,,
78998,78998,78998,78998,INCIDENTE GRAVE,SÃO PAULO,SP,*****,31/10/2019,11:15:00,SIM,FINALIZADA,***,NÃO,NULL,,
78742,78742,78742,78742,ACIDENTE,LUZIÂNIA,GO,SWUZ,01/11/2019,20:45:00,SIM,ATIVA,***,NÃO,NULL,,
78999,78999,78999,78999,INCIDENTE,GUARULHOS,SP,*****,01/11/2019,18:36:00,SIM,FINALIZADA,***,NÃO,NULL,,
79000,79000,79000,79000,INCIDENTE GRAVE,QUIRINÓPOLIS,GO,*****,01/11/2019,21:10:00,SIM,FINALIZADA,***,NÃO,NULL,,
79001,79001,79001,79001,INCIDENTE,RODEIO,SC,*****,06/11/2019,12:02:00,SIM,FINALIZADA,***,NÃO,NULL,,
79002,79002,79002,79002,INCIDENTE,PORTO ALEGRE,RS,*****,06/11/2019,04:15:00,SIM,FINALIZADA,***,NÃO,NULL,,
79003,79003,79003,79003,INCIDENTE,BRAGANÇA PAULISTA,SP,*****,07/11/2019,15:10:00,SIM,FINALIZADA,***,NÃO,NULL,,
79004,79004,79004,79004,INCIDENTE,VILA BELA DA SANTÍSSIMA TRINDADE,MT,*****,07/11/2019,18:05:00,SIM,FINALIZADA,***,NÃO,NULL,,
79005,79005,79005,79005,INCIDENTE,BRASÍLIA,DF,*****,10/11/2019,21:34:00,SIM,FINALIZADA,***,NÃO,NULL,,
79006,79006,79006,79006,INCIDENTE,RIBEIRÃO PRETO,SP,*****,11/11/2019,15:30:00,SIM,FINALIZADA,***,NÃO,NULL,,
78831,78831,78831,78831,ACIDENTE,SANTARÉM,PA,*****,12/11/2019,18:30:00,SIM,ATIVA,A-143/CENIPA/2019,NÃO,NULL,,
78832,78832,78832,78832,ACIDENTE,MARAÚ,BA,SIRI,14/11/2019,17:17:00,SIM,FINALIZADA,A-144/CENIPA/2019,SIM,2021-08-19,,
79007,79007,79007,79007,INCIDENTE,PORTO ALEGRE,RS,*****,14/11/2019,20:00:00,NULL,FINALIZADA,***,NÃO,NULL,,
79008,79008,79008,79008,INCIDENTE,LONDRINA,PR,*****,14/11/2019,20:45:00,SIM,FINALIZADA,***,NÃO,NULL,,
79009,79009,79009,79009,INCIDENTE,FLORIANÓPOLIS,SC,*****,15/11/2019,14:50:00,SIM,FINALIZADA,***,NÃO,NULL,,
79010,79010,79010,79010,INCIDENTE,CAMPINAS,SP,*****,15/11/2019,04:37:00,SIM,FINALIZADA,***,NÃO,NULL,,
78834,78834,78834,78834,ACIDENTE,CASCAVEL,PR,*****,17/11/2019,20:30:00,SIM,ATIVA,***,NÃO,NULL,,
79104,79104,79104,79104,ACIDENTE,ELIAS FAUSTO,SP,****,17/11/2019,15:45:00,SIM,FINALIZADA,NULL,NÃO,NULL,,
79011,79011,79011,79011,INCIDENTE,RECIFE,PE,SBRF,20/11/2019,23:47:00,NULL,FINALIZADA,***,NÃO,NULL,,
79012,79012,79012,79012,INCIDENTE,PICOS,PI,SNPC,20/11/2019,16:45:00,SIM,FINALIZADA,***,NÃO,NULL,,
78833,78833,78833,78833,ACIDENTE,SÃO PAULO,SP,SBMT,21/11/2019,14:30:00,SIM,ATIVA,A-146/CENIPA/2019,NÃO,NULL,,
79013,79013,79013,79013,INCIDENTE,LUCAS DO RIO VERDE,MT,SILC,22/11/2019,08:30:00,***,FINALIZADA,***,NÃO,NULL,,
79014,79014,79014,79014,INCIDENTE,CAMPINAS,SP,*****,23/11/2019,03:27:00,SIM,FINALIZADA,***,NÃO,NULL,,
79015,79015,79015,79015,INCIDENTE,LONDRINA,PR,*****,23/11/2019,16:14:00,SIM,FINALIZADA,***,NÃO,NULL,,
79016,79016,79016,79016,INCIDENTE,MACEIÓ,AL,*****,24/11/2019,10:42:00,SIM,FINALIZADA,***,NÃO,NULL,,
79017,79017,79017,79017,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,*****,24/11/2019,11:20:00,NULL,FINALIZADA,***,NÃO,NULL,,
78835,78835,78835,78835,ACIDENTE,MANAUS,AM,SWFN,25/11/2019,18:53:00,SIM,ATIVA,A-147/CENIPA/2019,NÃO,NULL,,
78836,78836,78836,78836,ACIDENTE,PENÁPOLIS,SP,****,25/11/2019,09:40:00,SIM,FINALIZADA,A-148/CENIPA/2019,SIM,2021-07-08,,
79018,79018,79018,79018,INCIDENTE,CAMPINAS,SP,*****,26/11/2019,18:08:00,NULL,FINALIZADA,***,NÃO,NULL,,
78837,78837,78837,78837,ACIDENTE,CLÁUDIA,MT,****,27/11/2019,13:52:00,SIM,ATIVA,A-149/CENIPA/2019,NÃO,NULL,,
79019,79019,79019,79019,INCIDENTE,PALMAS,TO,SBPJ,27/11/2019,14:20:00,NULL,FINALIZADA,***,NÃO,NULL,,
78838,78838,78838,78838,ACIDENTE,SANTA MARGARIDA DO SUL,RS,*****,28/11/2019,07:30:00,SIM,ATIVA,A-151/CENIPA/2019,NÃO,NULL,,
79020,79020,79020,79020,INCIDENTE,PORTO ALEGRE,RS,*****,28/11/2019,13:35:00,SIM,FINALIZADA,***,NÃO,NULL,,
78839,78839,78839,78839,ACIDENTE,GUARARAPES,SP,SDGR,29/11/2019,21:55:00,SIM,FINALIZADA,A-152/CENIPA/2019,SIM,2021-09-17,,
79021,79021,79021,79021,INCIDENTE,LONDRINA,PR,SBLO,29/11/2019,21:10:00,NULL,FINALIZADA,***,NÃO,NULL,,
79022,79022,79022,79022,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,30/11/2019,01:49:00,SIM,FINALIZADA,***,NÃO,NULL,,
79032,79032,79032,79032,ACIDENTE,CAIEIRAS,SP,****,02/12/2019,09:00:00,SIM,ATIVA,A-153/CENIPA/2019,NÃO,NULL,,
79023,79023,79023,79023,INCIDENTE,RECIFE,PE,*****,03/12/2019,12:45:00,SIM,FINALIZADA,***,NÃO,NULL,,
79024,79024,79024,79024,INCIDENTE,QUIXADÁ,CE,SNQX,03/12/2019,11:10:00,SIM,FINALIZADA,***,NÃO,NULL,,
79033,79033,79033,79033,ACIDENTE,OURILÂNDIA DO NORTE,PA,****,03/12/2019,13:50:00,NULL,ATIVA,A-154/CENIPA/2019,NÃO,NULL,,
79025,79025,79025,79025,INCIDENTE GRAVE,VERA,MT,*****,04/12/2019,20:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
79026,79026,79026,79026,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,05/12/2019,15:30:00,SIM,FINALIZADA,***,NÃO,NULL,,
79027,79027,79027,79027,INCIDENTE,LONDRINA,PR,SSOK,06/12/2019,14:45:00,SIM,FINALIZADA,***,NÃO,NULL,,
79034,79034,79034,79034,ACIDENTE,RIO GRANDE,RS,****,06/12/2019,10:50:00,SIM,FINALIZADA,A-155/CENIPA/2019,SIM,2021-08-19,,
79028,79028,79028,79028,INCIDENTE,CURITIBA,PR,SBBI,07/12/2019,20:23:00,SIM,FINALIZADA,***,NÃO,NULL,,
79083,79083,79083,79083,INCIDENTE,RECIFE,PE,****,07/12/2019,18:50:00,SIM,FINALIZADA,***,NÃO,NULL,,
79082,79082,79082,79082,INCIDENTE,CONFINS,MG,****,10/12/2019,15:00:00,SIM,FINALIZADA,**,NÃO,NULL,,
79029,79029,79029,79029,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,11/12/2019,13:31:00,SIM,FINALIZADA,***,NÃO,NULL,,
79035,79035,79035,79035,ACIDENTE,SÃO MANOEL DO PARANÁ,PR,****,13/12/2019,21:40:00,SIM,FINALIZADA,A-156/CENIPA/2019,SIM,2021-08-19,,
79081,79081,79081,79081,INCIDENTE,LONDRINA,PR,SBLO,13/12/2019,13:20:00,SIM,FINALIZADA,*,NÃO,NULL,,
79030,79030,79030,79030,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,*****,16/12/2019,09:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
79039,79039,79039,79039,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,16/12/2019,12:20:00,SIM,FINALIZADA,***,NÃO,NULL,,
79080,79080,79080,79080,INCIDENTE,BELO HORIZONTE,MG,****,16/12/2019,12:40:00,SIM,FINALIZADA,***,NÃO,NULL,,
79240,79240,79240,79240,INCIDENTE,RIBAS DO RIO PARDO,MS,****,16/12/2019,19:45:00,SIM,FINALIZADA,***,NÃO,NULL,,
79079,79079,79079,79079,INCIDENTE,SÃO PAULO,SP,****,17/12/2019,10:45:00,SIM,FINALIZADA,**,NÃO,NULL,,
79038,79038,79038,79038,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,18/12/2019,14:30:00,SIM,FINALIZADA,***,NÃO,NULL,,
79078,79078,79078,79078,INCIDENTE,RIO DE JANEIRO,RJ,****,18/12/2019,01:48:00,SIM,FINALIZADA,**,NÃO,NULL,,
79037,79037,79037,79037,INCIDENTE,BRASÍLIA,DF,SBBR,19/12/2019,21:40:00,SIM,FINALIZADA,***,NÃO,NULL,,
79077,79077,79077,79077,INCIDENTE,SÃO PAULO,SP,****,19/12/2019,22:35:00,SIM,FINALIZADA,**,NÃO,NULL,,
79042,79042,79042,79042,ACIDENTE,TUPACIGUARA,MG,****,20/12/2019,20:30:00,SIM,FINALIZADA,A-157/CENIPA/2019,SIM,2021-07-08,,
79076,79076,79076,79076,INCIDENTE,CARAUARI,AM,SWCA,20/12/2019,15:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
79203,79203,79203,79203,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,20/12/2019,16:37:00,SIM,FINALIZADA,***,NÃO,NULL,,
79523,79523,79523,79523,INCIDENTE GRAVE,CURITIBA,PR,SBBI,22/12/2019,17:40:00,SIM,FINALIZADA,***,NÃO,NULL,,
79036,79036,79036,79036,ACIDENTE,ARROIO GRANDE,RS,****,23/12/2019,19:00:00,SIM,ATIVA,A-158/CENIPA/2019,NÃO,NULL,,
79050,79050,79050,79050,ACIDENTE,FEIJÓ,AC,****,23/12/2019,20:15:00,SIM,FINALIZADA,A-055/CENIPA/2019,SIM,2021-07-21,,
79057,79057,79057,79057,ACIDENTE,LEOPOLDO DE BULHÕES,GO,*****,23/12/2019,11:30:00,SIM,FINALIZADA,A-161/CENIPA/2019,SIM,2021-07-08,,
79075,79075,79075,79075,INCIDENTE,CAMPINAS,SP,****,24/12/2019,09:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
79048,79048,79048,79048,ACIDENTE,ITAMBÉ,PR,****,25/12/2019,20:00:00,SIM,ATIVA,A-159/CENIPA/2019,NÃO,NULL,,
79073,79073,79073,79073,INCIDENTE,PORTO ALEGRE,RS,****,26/12/2019,18:50:00,SIM,FINALIZADA,***,NÃO,NULL,,
79074,79074,79074,79074,INCIDENTE,BELO HORIZONTE,MG,****,26/12/2019,22:30:00,SIM,FINALIZADA,***,NÃO,NULL,,
79071,79071,79071,79071,INCIDENTE,CAMPINAS,SP,****,27/12/2019,21:20:00,SIM,FINALIZADA,***,NÃO,NULL,,
79072,79072,79072,79072,INCIDENTE,CHAPECÓ,SC,****,27/12/2019,23:24:00,SIM,FINALIZADA,***,NÃO,NULL,,
79045,79045,79045,79045,ACIDENTE,GUAÍRA,SP,****,28/12/2019,09:30:00,SIM,ATIVA,A-160/CENIPA/2019,NÃO,NULL,,
79070,79070,79070,79070,INCIDENTE,BELÉM,PA,****,30/12/2019,18:55:00,SIM,FINALIZADA,***,NÃO,NULL,,
79068,79068,79068,79068,INCIDENTE,BELÉM,PA,****,31/12/2019,22:55:00,SIM,FINALIZADA,***,NÃO,NULL,,
79102,79102,79102,79102,ACIDENTE,JUIZ DE FORA,MG,SBJF,31/12/2019,18:20:00,SIM,ATIVA,A-162/CENIPA/2019,NÃO,NULL,,
79043,79043,79043,79043,ACIDENTE,CAMANDUCAIA,MG,SNEJ,01/01/2020,21:00:00,NULL,FINALIZADA,A-001/CENIPA/2020,SIM,2021-02-12,,
79044,79044,79044,79044,INCIDENTE GRAVE,SALVADOR,BA,SBSV,03/01/2020,16:35:00,SIM,FINALIZADA,***,NÃO,NULL,,
79049,79049,79049,79049,ACIDENTE,LEME,SP,****,03/01/2020,21:15:00,SIM,FINALIZADA,A-002/CENIPA/2020,SIM,2021-09-17,,
79132,79132,79132,79132,INCIDENTE,SÃO MATEUS,ES,****,03/01/2020,14:10:00,SIM,FINALIZADA,NULL,NÃO,NULL,,
79182,79182,79182,79182,INCIDENTE,GOIÂNIA,GO,SBGO,03/01/2020,11:10:00,SIM,FINALIZADA,NULL,NÃO,NULL,,
79051,79051,79051,79051,INCIDENTE,SALVADOR,BA,SBSV,04/01/2020,13:30:00,SIM,FINALIZADA,NULL,NÃO,NULL,,
79052,79052,79052,79052,INCIDENTE,CAMPINAS,SP,SBKP,05/01/2020,17:15:00,SIM,FINALIZADA,***,NÃO,NULL,,
79054,79054,79054,79054,INCIDENTE,CAMPINAS,SP,SBKP,08/01/2020,13:30:00,SIM,FINALIZADA,***,NÃO,NULL,,
79055,79055,79055,79055,ACIDENTE,RONDONÓPOLIS,MT,SWMZ,09/01/2020,20:00:00,SIM,ATIVA,A-003/CENIPA/2020,NÃO,NULL,,
79056,79056,79056,79056,INCIDENTE,CONFINS,MG,SBRF,09/01/2020,18:44:00,SIM,FINALIZADA,***,NÃO,NULL,,
79134,79134,79134,79134,INCIDENTE,ERECHIM,RS,SSER,09/01/2020,20:52:00,SIM,FINALIZADA,NULL,NÃO,NULL,,
79130,79130,79130,79130,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,10/01/2020,21:09:00,SIM,FINALIZADA,NULL,NÃO,NULL,,
79109,79109,79109,79109,ACIDENTE,TAMBOARA,PR,****,11/01/2020,08:30:00,SIM,ATIVA,A-004/CENIPA/2020,NÃO,NULL,,
79135,79135,79135,79135,INCIDENTE,CUIABÁ,MT,****,11/01/2020,16:37:00,SIM,FINALIZADA,NULL,NÃO,NULL,,
79136,79136,79136,79136,INCIDENTE,BRASÍLIA,DF,****,12/01/2020,02:32:00,SIM,FINALIZADA,NULL,NÃO,NULL,,
79118,79118,79118,79118,INCIDENTE GRAVE,CURITIBA,PR,SBBI,13/01/2020,20:10:00,SIM,FINALIZADA,NULL,NÃO,NULL,,
79120,79120,79120,79120,ACIDENTE,CRUZ ALTA,RS,*****,15/01/2020,09:30:00,SIM,FINALIZADA,A-005/CENIPA/2020,SIM,2021-07-21,,
79140,79140,79140,79140,INCIDENTE,BELO HORIZONTE,MG,SBCF,15/01/2020,10:43:00,SIM,FINALIZADA,NULL,NÃO,NULL,,
79141,79141,79141,79141,INCIDENTE,CAMPINAS,SP,*****,15/01/2020,14:53:00,SIM,FINALIZADA,NULL,NÃO,NULL,,
79142,79142,79142,79142,INCIDENTE,SALVADOR,BA,****,15/01/2020,10:43:00,SIM,FINALIZADA,NULL,NÃO,NULL,,
79262,79262,79262,79262,INCIDENTE,SÃO PAULO,SP,SBMT,15/01/2020,18:13:00,SIM,FINALIZADA,***,NÃO,NULL,,
79100,79100,79100,79100,INCIDENTE GRAVE,LADÁRIO,MS,SSVA,16/01/2020,16:15:00,SIM,FINALIZADA,NULL,NÃO,NULL,,
79125,79125,79125,79125,INCIDENTE GRAVE,CAUCAIA,CE,SBFZ,16/01/2020,01:10:00,SIM,FINALIZADA,IG-008/CENIPA/2020,SIM,2021-07-08,,
79143,79143,79143,79143,INCIDENTE,CURITIBA,PR,SBCT,16/01/2020,13:05:00,SIM,FINALIZADA,NULL,NÃO,NULL,,
79179,79179,79179,79179,ACIDENTE,SÃO PAULO,SP,****,16/01/2020,12:00:00,SIM,FINALIZADA,A-006/CENIPA/2020,SIM,2021-07-08,,
79098,79098,79098,79098,ACIDENTE,GUIRATINGA,MT,****,17/01/2020,15:30:00,SIM,FINALIZADA,A-007/CENIPA/2020,SIM,2021-12-30,,
79099,79099,79099,79099,INCIDENTE GRAVE,EDÉIA,GO,****,17/01/2020,21:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
79211,79211,79211,79211,INCIDENTE,CAARAPÓ,MS,****,17/01/2020,19:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
79121,79121,79121,79121,ACIDENTE,RIO BRANCO,AC,****,18/01/2020,15:15:00,SIM,ATIVA,A-009/CENIPA/2020,NÃO,NULL,,
79147,79147,79147,79147,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,19/01/2020,14:30:00,SIM,FINALIZADA,NULL,NÃO,NULL,,
79266,79266,79266,79266,INCIDENTE,PARÁ DE MINAS,MG,SNPA,19/01/2020,09:10:00,SIM,FINALIZADA,***,NÃO,NULL,,
79148,79148,79148,79148,INCIDENTE,CUIABÁ,MT,SBCY,22/01/2020,17:40:00,SIM,FINALIZADA,NULL,NÃO,NULL,,
79149,79149,79149,79149,INCIDENTE,FORTALEZA,CE,SBFZ,22/01/2020,17:10:00,SIM,FINALIZADA,NULL,NÃO,NULL,,
79153,79153,79153,79153,INCIDENTE,CAMPINAS,SP,****,22/01/2020,03:24:00,SIM,FINALIZADA,NULL,NÃO,NULL,,
79154,79154,79154,79154,INCIDENTE,CAMPINAS,SP,****,23/01/2020,14:00:00,SIM,FINALIZADA,NULL,NÃO,NULL,,
79155,79155,79155,79155,INCIDENTE GRAVE,BALSAS,MA,****,24/01/2020,13:30:00,SIM,FINALIZADA,NULL,NÃO,NULL,,
79156,79156,79156,79156,INCIDENTE,SOROCABA,SP,****,24/01/2020,16:27:00,SIM,FINALIZADA,NULL,NÃO,NULL,,
79157,79157,79157,79157,INCIDENTE,NAVEGANTES,SC,SBNF,24/01/2020,16:57:00,SIM,FINALIZADA,NULL,NÃO,NULL,,
